timestamp,responseTime,criteria
2019-04-01 13:35:58.145667,0.014048,Uptime
2019-04-01 13:35:58.163241,0.013093,Uptime
2019-04-01 13:35:58.179597,0.012756,Uptime
2019-04-01 13:35:58.194917,0.011902,Uptime
2019-04-01 13:35:58.229311,0.031263,Uptime
2019-04-01 13:35:58.258210,0.023332,Uptime
2019-04-01 13:35:58.275636,0.012295,Uptime
2019-04-01 13:35:58.298740,0.018295,Uptime
2019-04-01 13:35:58.332037,0.025131,Uptime
2019-04-01 13:35:58.350765,0.01363,Uptime
2019-04-01 13:35:58.375232,0.014826,Uptime
2019-04-01 13:35:58.387427,0.007622,Uptime
2019-04-01 13:35:58.407262,0.014797,Uptime
2019-04-01 13:35:58.423143,0.010968,Uptime
2019-04-01 13:35:58.443766,0.015147,Uptime
2019-04-01 13:35:58.463236,0.014362,Uptime
2019-04-01 13:35:58.482951,0.014743,Uptime
2019-04-01 13:35:58.513418,0.021501,Uptime
2019-04-01 13:35:58.539500,0.021735,Uptime
2019-04-01 13:35:58.571428,0.025676,Uptime
2019-04-01 13:35:58.584694,0.006734,Uptime
2019-04-01 13:35:58.601734,0.010453,Uptime
2019-04-01 13:35:58.623758,0.0129,Uptime
2019-04-01 13:35:58.636632,0.008724,Uptime
2019-04-01 13:35:58.660284,0.019625,Uptime
2019-04-01 13:35:58.694909,0.030158,Uptime
2019-04-01 13:35:58.708049,0.008579,Uptime
2019-04-01 13:35:58.727676,0.014002,Uptime
2019-04-01 13:35:58.744682,0.011393,Uptime
2019-04-01 13:35:58.763132,0.013262,Uptime
2019-04-01 13:35:58.783920,0.015644,Uptime
2019-04-01 13:35:58.820641,0.028374,Uptime
2019-04-01 13:35:58.842895,0.015681,Uptime
2019-04-01 13:35:58.853523,0.006577,Uptime
2019-04-01 13:35:58.882337,0.024397,Uptime
2019-04-01 13:35:58.898166,0.011481,Uptime
2019-04-01 13:35:58.914368,0.010196,Uptime
2019-04-01 13:35:58.933172,0.014095,Uptime
2019-04-01 13:35:58.951427,0.009575,Uptime
2019-04-01 13:35:58.974232,0.014532,Uptime
2019-04-01 13:35:58.984244,0.005937,Uptime
2019-04-01 13:35:59.000162,0.011388,Uptime
2019-04-01 13:35:59.019769,0.009622,Uptime
2019-04-01 13:35:59.035447,0.00705,Uptime
2019-04-01 13:35:59.054563,0.008869,Uptime
2019-04-01 13:35:59.080465,0.020781,Uptime
2019-04-01 13:35:59.098179,0.013321,Uptime
2019-04-01 13:35:59.113886,0.011864,Uptime
2019-04-01 13:35:59.129893,0.012344,Uptime
